Time,BC-US Actual,BC-AB Actual
2020-03-05 18:00:00,985.8955078125,309.2627258300781
2020-03-05 18:05:00,1038.0859375,307.404052734375
2020-03-05 18:10:00,1077.0438232421875,296.6634216308594
2020-03-05 18:15:00,1097.8834228515625,285.30340576171875
2020-03-05 18:20:00,1044.60986328125,272.6428527832031
2020-03-05 18:25:00,1048.3885498046875,279.3831481933594
2020-03-05 18:30:00,1004.3504638671875,308.38348388671875
2020-03-05 18:35:00,995.416015625,323.0836486816406
2020-03-05 18:40:00,1048.755615234375,292.32293701171875
2020-03-05 18:45:00,1039.906494140625,256.86236572265625
2020-03-05 18:50:00,984.1405639648438,305.4435119628906
2020-03-05 18:55:00,948.424072265625,277.1229553222656
2020-03-05 19:00:00,1011.476806640625,264.96221923828125
2020-03-05 19:05:00,1092.6611328125,225.82241821289062
2020-03-05 19:10:00,1005.5984497070312,181.76136779785156
2020-03-05 19:15:00,933.857421875,188.24180603027344
2020-03-05 19:20:00,947.7130737304688,207.32174682617188
2020-03-05 19:25:00,960.9017333984375,192.66102600097656
2020-03-05 19:30:00,1010.7511596679688,161.18023681640625
2020-03-05 19:35:00,1005.5969848632812,211.2220916748047
2020-03-05 19:40:00,1007.2086791992188,152.0613555908203
2020-03-05 19:45:00,969.1790771484375,135.92071533203125
2020-03-05 19:50:00,919.3343505859375,179.80166625976562
2020-03-05 19:55:00,1018.5775756835938,110.45964813232422
2020-03-05 20:00:00,1014.5892944335938,107.74112701416016
2020-03-05 20:05:00,949.4639892578125,167.66085815429688
2020-03-05 20:10:00,1013.4595947265625,112.70030975341797
2020-03-05 20:15:00,931.5790405273438,143.05999755859375
2020-03-05 20:20:00,1014.5285034179688,136.34010314941406
2020-03-05 20:25:00,947.3955078125,131.32037353515625
2020-03-05 20:30:00,881.4771728515625,145.8406219482422
2020-03-05 20:35:00,856.0819702148438,155.16085815429688
2020-03-05 20:40:00,843.809814453125,191.54197692871094
2020-03-05 20:45:00,820.2357788085938,201.24147033691406
2020-03-05 20:50:00,855.976806640625,172.76153564453125
2020-03-05 20:55:00,854.0225830078125,163.46051025390625
2020-03-05 21:00:00,897.1607055664062,150.62106323242188
2020-03-05 21:05:00,959.6200561523438,116.26000213623047
2020-03-05 21:10:00,872.98193359375,160.72055053710938
2020-03-05 21:15:00,883.836181640625,153.20098876953125
2020-03-05 21:20:00,833.476806640625,150.54078674316406
2020-03-05 21:25:00,782.314208984375,173.54043579101562
2020-03-05 21:30:00,882.8621826171875,154.56101989746094
2020-03-05 21:35:00,906.5409545898438,161.86135864257812
2020-03-05 21:40:00,937.5115966796875,140.60064697265625
2020-03-05 21:45:00,956.334716796875,190.98159790039062
2020-03-05 21:50:00,847.5028686523438,151.28176879882812
2020-03-05 21:55:00,748.50244140625,141.14129638671875
2020-03-05 22:00:00,797.0977172851562,162.8215789794922
2020-03-05 22:05:00,841.90869140625,165.24095153808594
2020-03-05 22:10:00,688.0093994140625,166.9212188720703
2020-03-05 22:15:00,596.4647216796875,166.9817657470703
2020-03-05 22:20:00,647.0911254882812,177.72190856933594
2020-03-05 22:25:00,627.8779296875,183.58193969726562
