Date,Peak Hour,Total Expected Internal Supply,"Import Capacity from BC,SK and MATL (MW)",AIL Load + Operating Reserves,Surplus
2022-02-16,19.0,13647.0,1198.0,12091.0,2754.0
2022-02-17,19.0,13647.0,1198.0,12088.0,2757.0
2022-02-18,19.0,13712.0,1198.0,11920.0,2990.0
2022-02-19,19.0,13712.0,1198.0,11704.0,3206.0
2022-02-20,19.0,13712.0,1198.0,11759.0,3151.0
2022-02-21,19.0,13712.0,1198.0,11852.0,3058.0
2022-02-22,19.0,13712.0,1198.0,11972.0,2938.0
2022-02-23,19.0,13712.0,1198.0,11974.0,2936.0
2022-02-24,19.0,13712.0,1198.0,11976.0,2934.0
2022-02-25,19.0,13712.0,1198.0,11825.0,3085.0
2022-02-26,19.0,14107.0,1198.0,11619.0,3686.0
2022-02-27,20.0,14107.0,1198.0,11679.0,3626.0
2022-02-28,19.0,14107.0,1198.0,11939.0,3366.0
2022-03-01,20.0,14107.0,1198.0,11857.0,3448.0
2022-03-02,20.0,14107.0,1198.0,11838.0,3467.0
2022-03-03,20.0,14107.0,1198.0,11840.0,3465.0
2022-03-04,20.0,14107.0,1198.0,11685.0,3620.0
2022-03-05,20.0,14107.0,1198.0,11500.0,3805.0
2022-03-06,20.0,14107.0,1198.0,11587.0,3718.0
2022-03-07,20.0,14107.0,1198.0,11804.0,3501.0
2022-03-08,20.0,14107.0,1198.0,11758.0,3547.0
2022-03-09,20.0,14107.0,1198.0,11735.0,3570.0
2022-03-10,20.0,14107.0,1198.0,11726.0,3579.0
2022-03-11,11.0,14107.0,1198.0,11580.0,3725.0
2022-03-12,20.0,14107.0,1198.0,11372.0,3933.0
2022-03-13,21.0,14107.0,1198.0,11294.0,4011.0
2022-03-14,17.0,14107.0,1198.0,11621.0,3684.0
2022-03-15,17.0,14107.0,1198.0,11588.0,3717.0
2022-03-16,17.0,14107.0,1198.0,11579.0,3726.0
2022-03-17,17.0,14107.0,1198.0,11567.0,3738.0
2022-03-18,11.0,14107.0,1198.0,11530.0,3775.0
2022-03-19,21.0,14107.0,1198.0,11180.0,4125.0
2022-03-20,21.0,14107.0,1198.0,11288.0,4017.0
2022-03-21,17.0,14107.0,1198.0,11560.0,3745.0
2022-03-22,17.0,14107.0,1198.0,11512.0,3793.0
2022-03-23,17.0,14107.0,1198.0,11488.0,3817.0
2022-03-24,17.0,14107.0,1198.0,11469.0,3836.0
2022-03-25,11.0,13983.0,1198.0,11429.0,3752.0
2022-03-26,21.0,13983.0,1198.0,11062.0,4119.0
2022-03-27,21.0,13983.0,1198.0,11133.0,4048.0
2022-03-28,17.0,13995.0,1198.0,11395.0,3798.0
2022-03-29,17.0,13995.0,1198.0,11323.0,3870.0
2022-03-30,17.0,13995.0,1198.0,11283.0,3910.0
