Date,Price
2020-04-14 00:00:00,-0.1
2020-04-14 01:00:00,-0.01
2020-04-14 02:00:00,0.0
2020-04-14 03:00:00,0.0
2020-04-14 04:00:00,2.65
2020-04-14 05:00:00,6.68
2020-04-14 06:00:00,11.71
2020-04-14 07:00:00,5.7
2020-04-14 08:00:00,0.42
2020-04-14 09:00:00,0.41
2020-04-14 10:00:00,0.0
2020-04-14 11:00:00,0.0
2020-04-14 12:00:00,0.0
2020-04-14 13:00:00,0.0
