Date,BC-US net actual flow,BC-AB net actual flow
2020-03-23 22:40:00,43.27389907836914,130.50286865234375
2020-03-23 22:45:00,22.28671646118164,162.72242736816406
2020-03-23 22:50:00,47.99660110473633,174.50270080566406
2020-03-23 22:55:00,-92.03709411621094,143.46324157714844
2020-03-23 23:00:00,-401.4821472167969,173.22276306152344
2020-03-23 23:05:00,-634.3920288085938,229.80389404296875
2020-03-23 23:10:00,-978.9806518554688,209.04283142089844
2020-03-23 23:15:00,-1220.373779296875,229.26290893554688
2020-03-23 23:20:00,-1182.4814453125,167.78176879882812
2020-03-23 23:25:00,-1229.4686279296875,200.1625518798828
2020-03-23 23:30:00,-1154.0748291015625,158.90185546875
2020-03-23 23:35:00,-1152.6993408203125,196.3025360107422
2020-03-23 23:40:00,-1148.63232421875,199.1622314453125
2020-03-23 23:45:00,-1110.100830078125,186.80218505859375
2020-03-23 23:50:00,-1078.7843017578125,164.78160095214844
2020-03-23 23:55:00,-1070.5924072265625,182.5222625732422
2020-03-24 00:00:00,-1006.7477416992188,165.60183715820312
2020-03-24 00:05:00,-946.8945922851562,120.50167083740234
2020-03-24 00:10:00,-885.102294921875,80.52140045166016
2020-03-24 00:15:00,-880.23193359375,111.28143310546875
2020-03-24 00:20:00,-862.507080078125,107.0618667602539
2020-03-24 00:25:00,-871.4122314453125,109.98108673095703
2020-03-24 00:30:00,-853.2154541015625,112.24129486083984
2020-03-24 00:35:00,-822.630126953125,115.62174224853516
2020-03-24 00:40:00,-774.3151245117188,103.44145965576172
2020-03-24 00:45:00,-775.5166015625,115.90200805664062
2020-03-24 00:50:00,-777.4986572265625,120.60149383544922
2020-03-24 00:55:00,-710.1473388671875,75.34112548828125
2020-03-24 01:00:00,-710.3784790039062,80.44180297851562
2020-03-24 01:05:00,-618.4268188476562,20.54129409790039
2020-03-24 01:10:00,-633.67626953125,41.861366271972656
2020-03-24 01:15:00,-652.419189453125,52.201324462890625
2020-03-24 01:20:00,-661.9403686523438,57.921051025390625
2020-03-24 01:25:00,-663.8158569335938,60.44078063964844
2020-03-24 01:30:00,-658.7290649414062,110.72207641601562
2020-03-24 01:35:00,-488.25286865234375,93.34095001220703
2020-03-24 01:40:00,-408.2543029785156,128.94146728515625
2020-03-24 01:45:00,-397.7048645019531,99.60013580322266
2020-03-24 01:50:00,-364.7704162597656,105.30183410644531
2020-03-24 01:55:00,-438.4264831542969,137.74197387695312
2020-03-24 02:00:00,-618.0946044921875,116.42156219482422
2020-03-24 02:05:00,-705.1572265625,117.14163970947266
2020-03-24 02:10:00,-692.6817626953125,122.12191009521484
2020-03-24 02:15:00,-687.2785034179688,107.84163665771484
2020-03-24 02:20:00,-728.9019165039062,132.68142700195312
2020-03-24 02:25:00,-678.10302734375,129.26136779785156
2020-03-24 02:30:00,-725.9510498046875,144.6807403564453
2020-03-24 02:35:00,-697.4656982421875,121.62174224853516
2020-03-24 02:40:00,-697.4393310546875,147.14231872558594
2020-03-24 02:45:00,-676.9572143554688,112.78143310546875
2020-03-24 02:50:00,-662.9620361328125,97.98143768310547
2020-03-24 02:55:00,-636.083251953125,103.56119537353516
2020-03-24 03:00:00,-663.3934936523438,119.24146270751953
2020-03-24 03:05:00,-645.212890625,84.62088775634766
2020-03-24 03:10:00,-624.7719116210938,77.94146728515625
2020-03-24 03:15:00,-598.3766479492188,76.80116271972656
2020-03-24 03:20:00,-621.9440307617188,110.34146118164062
2020-03-24 03:25:00,-631.3539428710938,126.02139282226562
2020-03-24 03:30:00,-606.9620361328125,86.44094848632812
2020-03-24 03:35:00,-531.7517700195312,93.04044342041016
2020-03-24 03:40:00,-444.2466125488281,130.82122802734375
2020-03-24 03:45:00,-398.3022766113281,165.3016815185547
2020-03-24 03:50:00,-404.0792236328125,169.70166015625
2020-03-24 03:55:00,-434.0631103515625,187.34197998046875
2020-03-24 04:00:00,-420.020263671875,162.08177185058594
2020-03-24 04:05:00,-394.1495361328125,161.62156677246094
2020-03-24 04:10:00,-361.5411376953125,131.06101989746094
2020-03-24 04:15:00,-273.9913024902344,44.02002716064453
2020-03-24 04:20:00,-283.2272033691406,31.56033706665039
2020-03-24 04:25:00,-301.7092590332031,39.880062103271484
2020-03-24 04:30:00,-300.2814025878906,69.22037506103516
2020-03-24 04:35:00,-343.2539367675781,99.66085052490234
2020-03-24 04:40:00,-322.1326904296875,67.84027099609375
2020-03-24 04:45:00,-317.34405517578125,70.16051483154297
2020-03-24 04:50:00,-341.9590759277344,53.3003044128418
2020-03-24 04:55:00,-362.31658935546875,81.32036590576172
2020-03-24 05:00:00,-283.28216552734375,154.28057861328125
2020-03-24 05:05:00,-150.99424743652344,107.59978485107422
2020-03-24 05:10:00,-115.78727722167969,86.05998992919922
2020-03-24 05:15:00,-30.285446166992188,61.940269470214844
2020-03-24 05:20:00,8.815284729003906,39.09996032714844
2020-03-24 05:25:00,-19.34552001953125,22.699787139892578
2020-03-24 05:30:00,-8.570060729980469,5.9797210693359375
2020-03-24 05:35:00,-86.80668640136719,43.97971725463867
